Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Transactions_Found,Amount_Match_Count,Post_Snapshot_Count,Valid_Match_Count,Review Result,Refund Transaction ID,Refund Amount,Refund Processed By,Refund Processed Date,Refund Reason,Automated Completion
DH002241,PET002241,CL000069,2026-02-28,67.79,0,0,0,0,No Accounting Transaction,,,,,,False
DH002242,PET002242,CL000061,2026-02-28,101.6,0,0,0,0,No Accounting Transaction,,,,,,False
DH002243,PET002243,CL000050,2026-02-28,54.3,0,0,0,0,No Accounting Transaction,,,,,,False
DH002244,PET002244,CL000191,2026-02-28,40.89,0,0,0,0,No Accounting Transaction,,,,,,False
DH002245,PET002245,CL000013,2026-02-28,260.89,0,0,0,0,No Accounting Transaction,,,,,,False
DH002246,PET002246,CL000086,2026-02-28,71.94,1,1,1,1,Confirmed Unique Match,RT000112,71.94,FIN002,2026-03-14,Missed cancellation refund,True
DH002247,PET002247,CL000063,2026-02-28,45.7,0,0,0,0,No Accounting Transaction,,,,,,False
DH002248,PET002248,CL000192,2026-02-28,47.01,0,0,0,0,No Accounting Transaction,,,,,,False
DH002249,PET002249,CL000114,2026-02-28,96.28,0,0,0,0,No Accounting Transaction,,,,,,False
DH002250,PET002250,CL000167,2026-02-28,60.88,0,0,0,0,No Accounting Transaction,,,,,,False
DH002251,PET002251,CL000156,2026-02-28,29.11,0,0,0,0,No Accounting Transaction,,,,,,False
DH002252,PET002252,CL000145,2026-02-28,96.91,0,0,0,0,No Accounting Transaction,,,,,,False
DH002253,PET002253,CL000079,2026-02-28,58.27,0,0,0,0,No Accounting Transaction,,,,,,False
DH002254,PET002254,CL000147,2026-02-28,27.6,0,0,0,0,No Accounting Transaction,,,,,,False
DH002255,PET002255,CL000182,2026-02-28,43.42,0,0,0,0,No Accounting Transaction,,,,,,False
DH002256,PET002256,CL000001,2026-02-28,63.29,0,0,0,0,No Accounting Transaction,,,,,,False
DH002257,PET002257,CL000054,2026-02-28,28.56,0,0,0,0,No Accounting Transaction,,,,,,False
DH002258,PET002258,CL000158,2026-02-28,148.09,0,0,0,0,No Accounting Transaction,,,,,,False
DH002259,PET002259,CL000066,2026-02-28,3.75,0,0,0,0,No Accounting Transaction,,,,,,False
DH002260,PET002260,CL000171,2026-02-28,19.52,0,0,0,0,No Accounting Transaction,,,,,,False
DH002261,PET002261,CL000089,2026-02-28,33.92,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH002262,PET002262,CL000136,2026-02-28,63.13,0,0,0,0,No Accounting Transaction,,,,,,False
DH002263,PET002263,CL000001,2026-02-28,28.61,0,0,0,0,No Accounting Transaction,,,,,,False
DH002264,PET002264,CL000178,2026-02-28,21.64,0,0,0,0,No Accounting Transaction,,,,,,False
DH002265,PET002265,CL000096,2026-02-28,70.13,0,0,0,0,No Accounting Transaction,,,,,,False
DH002266,PET002266,CL000195,2026-02-28,7.62,0,0,0,0,No Accounting Transaction,,,,,,False
DH002267,PET002267,CL000136,2026-02-28,37.2,0,0,0,0,No Accounting Transaction,,,,,,False
DH002268,PET002268,CL000150,2026-02-28,26.08,0,0,0,0,No Accounting Transaction,,,,,,False
DH002269,PET002269,CL000126,2026-02-28,1.72,0,0,0,0,No Accounting Transaction,,,,,,False
DH002270,PET002270,CL000020,2026-02-28,11.89,0,0,0,0,No Accounting Transaction,,,,,,False
DH002271,PET002271,CL000058,2026-02-28,38.49,0,0,0,0,No Accounting Transaction,,,,,,False
DH002272,PET002272,CL000197,2026-02-28,94.57,0,0,0,0,No Accounting Transaction,,,,,,False
DH002273,PET002273,CL000040,2026-02-28,11.02,1,0,1,0,Amount Mismatch,,,,,,False
DH002274,PET002274,CL000018,2026-02-28,5.31,0,0,0,0,No Accounting Transaction,,,,,,False
DH002275,PET002275,CL000020,2026-02-28,36.31,1,1,1,1,Confirmed Unique Match,RT000468,36.31,FIN001,2026-03-10,Premium collected after cancellation,True
DH002276,PET002276,CL000038,2026-02-28,90.5,0,0,0,0,No Accounting Transaction,,,,,,False
DH002277,PET002277,CL000055,2026-02-28,37.46,2,2,2,2,Multiple Valid Matches,,,,,,False
DH002278,PET002278,CL000179,2026-02-28,18.56,0,0,0,0,No Accounting Transaction,,,,,,False
DH002279,PET002279,CL000152,2026-02-28,43.5,0,0,0,0,No Accounting Transaction,,,,,,False
DH002280,PET002280,CL000172,2026-02-28,0.77,0,0,0,0,No Accounting Transaction,,,,,,False
DH002281,PET002281,CL000100,2026-03-31,0.52,0,0,0,0,No Accounting Transaction,,,,,,False
DH002282,PET002282,CL000028,2026-03-31,147.46,0,0,0,0,No Accounting Transaction,,,,,,False
DH002283,PET002283,CL000025,2026-03-31,11.68,0,0,0,0,No Accounting Transaction,,,,,,False
DH002284,PET002284,CL000172,2026-03-31,43.8,0,0,0,0,No Accounting Transaction,,,,,,False
DH002285,PET002285,CL000176,2026-03-31,80.47,0,0,0,0,No Accounting Transaction,,,,,,False
DH002286,PET002286,CL000059,2026-03-31,23.46,0,0,0,0,No Accounting Transaction,,,,,,False
DH002287,PET002287,CL000144,2026-03-31,17.52,1,0,1,0,Amount Mismatch,,,,,,False
DH002288,PET002288,CL000064,2026-03-31,2.87,0,0,0,0,No Accounting Transaction,,,,,,False
DH002289,PET002289,CL000109,2026-03-31,47.17,1,1,1,1,Confirmed Unique Match,RT000431,47.17,DH001,2026-04-17,Premium collected after cancellation,True
DH002290,PET002290,CL000140,2026-03-31,30.14,0,0,0,0,No Accounting Transaction,,,,,,False
DH002291,PET002291,CL000080,2026-03-31,20.16,0,0,0,0,No Accounting Transaction,,,,,,False
DH002292,PET002292,CL000196,2026-03-31,9.15,0,0,0,0,No Accounting Transaction,,,,,,False
DH002293,PET002293,CL000155,2026-03-31,29.72,0,0,0,0,No Accounting Transaction,,,,,,False
DH002294,PET002294,CL000034,2026-03-31,47.32,0,0,0,0,No Accounting Transaction,,,,,,False
DH002295,PET002295,CL000115,2026-03-31,20.36,0,0,0,0,No Accounting Transaction,,,,,,False
DH002296,PET002296,CL000080,2026-03-31,48.17,0,0,0,0,No Accounting Transaction,,,,,,False
DH002297,PET002297,CL000059,2026-03-31,20.58,2,2,2,2,Multiple Valid Matches,,,,,,False
DH002298,PET002298,CL000088,2026-03-31,0.5,0,0,0,0,No Accounting Transaction,,,,,,False
DH002299,PET002299,CL000030,2026-03-31,49.63,0,0,0,0,No Accounting Transaction,,,,,,False
DH002300,PET002300,CL000149,2026-03-31,64.95,0,0,0,0,No Accounting Transaction,,,,,,False
DH002301,PET002301,CL000093,2026-03-31,39.73,0,0,0,0,No Accounting Transaction,,,,,,False
DH002302,PET002302,CL000175,2026-03-31,2.43,0,0,0,0,No Accounting Transaction,,,,,,False
DH002303,PET002303,CL000187,2026-03-31,46.89,0,0,0,0,No Accounting Transaction,,,,,,False
DH002304,PET002304,CL000197,2026-03-31,94.16,1,1,1,1,Confirmed Unique Match,RT000319,94.16,FIN002,2026-04-20,Premium collected after cancellation,True
DH002305,PET002305,CL000097,2026-03-31,28.74,0,0,0,0,No Accounting Transaction,,,,,,False
DH002306,PET002306,CL000092,2026-03-31,5.76,0,0,0,0,No Accounting Transaction,,,,,,False
DH002307,PET002307,CL000037,2026-03-31,33.58,0,0,0,0,No Accounting Transaction,,,,,,False
DH002308,PET002308,CL000067,2026-03-31,84.01,0,0,0,0,No Accounting Transaction,,,,,,False
DH002309,PET002309,CL000035,2026-03-31,19.71,0,0,0,0,No Accounting Transaction,,,,,,False
DH002310,PET002310,CL000087,2026-03-31,29.16,0,0,0,0,No Accounting Transaction,,,,,,False
DH002311,PET002311,CL000002,2026-03-31,48.98,0,0,0,0,No Accounting Transaction,,,,,,False
DH002312,PET002312,CL000141,2026-03-31,48.42,0,0,0,0,No Accounting Transaction,,,,,,False
DH002313,PET002313,CL000024,2026-03-31,85.86,0,0,0,0,No Accounting Transaction,,,,,,False
DH002314,PET002314,CL000133,2026-03-31,43.06,1,1,1,1,Confirmed Unique Match,RT000190,43.06,DH002,2026-04-24,Missed cancellation refund,True
DH002315,PET002315,CL000122,2026-03-31,215.49,0,0,0,0,No Accounting Transaction,,,,,,False
DH002316,PET002316,CL000011,2026-03-31,29.51,1,1,1,1,Confirmed Unique Match,RT000269,29.51,FIN001,2026-04-05,Customer account correction,True
DH002317,PET002317,CL000126,2026-03-31,24.67,0,0,0,0,No Accounting Transaction,,,,,,False
DH002318,PET002318,CL000104,2026-03-31,44.98,0,0,0,0,No Accounting Transaction,,,,,,False
DH002319,PET002319,CL000059,2026-03-31,69.92,0,0,0,0,No Accounting Transaction,,,,,,False
DH002320,PET002320,CL000061,2026-03-31,60.82,0,0,0,0,No Accounting Transaction,,,,,,False
DH002321,PET002321,CL000035,2026-03-31,13.03,1,1,1,1,Confirmed Unique Match,RT000094,13.03,DH002,2026-04-30,Premium collected after cancellation,True
DH002322,PET002322,CL000028,2026-03-31,29.86,0,0,0,0,No Accounting Transaction,,,,,,False
DH002323,PET002323,CL000144,2026-03-31,38.96,0,0,0,0,No Accounting Transaction,,,,,,False
DH002324,PET002324,CL000194,2026-03-31,23.63,0,0,0,0,No Accounting Transaction,,,,,,False
DH002325,PET002325,CL000155,2026-03-31,54.17,0,0,0,0,No Accounting Transaction,,,,,,False
DH002326,PET002326,CL000080,2026-03-31,159.81,0,0,0,0,No Accounting Transaction,,,,,,False
DH002327,PET002327,CL000178,2026-03-31,3.35,0,0,0,0,No Accounting Transaction,,,,,,False
DH002328,PET002328,CL000193,2026-03-31,17.66,0,0,0,0,No Accounting Transaction,,,,,,False
DH002329,PET002329,CL000087,2026-03-31,250.54,0,0,0,0,No Accounting Transaction,,,,,,False
DH002330,PET002330,CL000058,2026-03-31,31.36,1,1,1,1,Confirmed Unique Match,RT000136,31.36,DH002,2026-04-21,Missed cancellation refund,True
DH002331,PET002331,CL000003,2026-03-31,70.95,1,0,1,0,Amount Mismatch,,,,,,False
DH002332,PET002332,CL000067,2026-03-31,46.91,0,0,0,0,No Accounting Transaction,,,,,,False
DH002333,PET002333,CL000026,2026-03-31,57.42,0,0,0,0,No Accounting Transaction,,,,,,False
DH002334,PET002334,CL000085,2026-03-31,48.79,1,0,1,0,Amount Mismatch,,,,,,False
DH002335,PET002335,CL000136,2026-03-31,154.59,0,0,0,0,No Accounting Transaction,,,,,,False
DH002336,PET002336,CL000107,2026-03-31,95.58,0,0,0,0,No Accounting Transaction,,,,,,False
DH002337,PET002337,CL000042,2026-03-31,73.25,0,0,0,0,No Accounting Transaction,,,,,,False
DH002338,PET002338,CL000181,2026-03-31,111.13,0,0,0,0,No Accounting Transaction,,,,,,False
DH002339,PET002339,CL000082,2026-03-31,47.53,1,1,1,1,Confirmed Unique Match,RT000043,47.53,FIN001,2026-04-06,Premium collected after cancellation,True
DH002340,PET002340,CL000189,2026-03-31,48.02,0,0,0,0,No Accounting Transaction,,,,,,False
DH002341,PET002341,CL000151,2026-03-31,3.53,0,0,0,0,No Accounting Transaction,,,,,,False
DH002342,PET002342,CL000131,2026-03-31,2.6,0,0,0,0,No Accounting Transaction,,,,,,False
DH002343,PET002343,CL000076,2026-03-31,96.67,1,0,1,0,Amount Mismatch,,,,,,False
DH002344,PET002344,CL000013,2026-03-31,8.3,2,2,2,2,Multiple Valid Matches,,,,,,False
DH002345,PET002345,CL000151,2026-03-31,153.36,0,0,0,0,No Accounting Transaction,,,,,,False
DH002346,PET002346,CL000101,2026-03-31,13.16,0,0,0,0,No Accounting Transaction,,,,,,False
DH002347,PET002347,CL000133,2026-03-31,1.37,0,0,0,0,No Accounting Transaction,,,,,,False
DH002348,PET002348,CL000196,2026-03-31,223.3,1,1,1,1,Confirmed Unique Match,RT000317,223.3,FIN001,2026-04-02,Refund due following policy review,True
DH002349,PET002349,CL000101,2026-03-31,19.23,1,1,1,1,Confirmed Unique Match,RT000249,19.23,FIN002,2026-04-10,Premium collected after cancellation,True
DH002350,PET002350,CL000020,2026-03-31,93.63,0,0,0,0,No Accounting Transaction,,,,,,False
DH002351,PET002351,CL000081,2026-03-31,1.96,0,0,0,0,No Accounting Transaction,,,,,,False
DH002352,PET002352,CL000079,2026-03-31,18.64,0,0,0,0,No Accounting Transaction,,,,,,False
DH002353,PET002353,CL000073,2026-03-31,70.89,1,1,1,1,Confirmed Unique Match,RT000299,70.89,DH002,2026-04-10,Refund due following policy review,True
DH002354,PET002354,CL000054,2026-03-31,8.09,0,0,0,0,No Accounting Transaction,,,,,,False
DH002355,PET002355,CL000138,2026-03-31,54.44,0,0,0,0,No Accounting Transaction,,,,,,False
DH002356,PET002356,CL000103,2026-03-31,76.82,0,0,0,0,No Accounting Transaction,,,,,,False
DH002357,PET002357,CL000164,2026-03-31,122.46,0,0,0,0,No Accounting Transaction,,,,,,False
DH002358,PET002358,CL000120,2026-03-31,39.09,0,0,0,0,No Accounting Transaction,,,,,,False
DH002359,PET002359,CL000150,2026-03-31,78.49,0,0,0,0,No Accounting Transaction,,,,,,False
DH002360,PET002360,CL000112,2026-03-31,30.61,0,0,0,0,No Accounting Transaction,,,,,,False
DH002361,PET002361,CL000090,2026-03-31,89.78,0,0,0,0,No Accounting Transaction,,,,,,False
DH002362,PET002362,CL000113,2026-03-31,47.28,0,0,0,0,No Accounting Transaction,,,,,,False
DH002363,PET002363,CL000124,2026-03-31,50.93,0,0,0,0,No Accounting Transaction,,,,,,False
DH002364,PET002364,CL000141,2026-03-31,16.16,1,1,1,1,Confirmed Unique Match,RT000327,16.16,DH001,2026-04-21,Refund due following policy review,True
DH002365,PET002365,CL000015,2026-03-31,159.16,0,0,0,0,No Accounting Transaction,,,,,,False
DH002366,PET002366,CL000127,2026-03-31,28.34,1,1,1,1,Confirmed Unique Match,RT000174,28.34,FIN001,2026-04-03,Missed cancellation refund,True
DH002367,PET002367,CL000198,2026-03-31,51.38,0,0,0,0,No Accounting Transaction,,,,,,False
DH002368,PET002368,CL000178,2026-03-31,155.6,0,0,0,0,No Accounting Transaction,,,,,,False
DH002369,PET002369,CL000128,2026-03-31,67.97,1,0,1,0,Amount Mismatch,,,,,,False
DH002370,PET002370,CL000010,2026-03-31,9.02,0,0,0,0,No Accounting Transaction,,,,,,False
DH002371,PET002371,CL000068,2026-03-31,5.41,1,1,1,1,Confirmed Unique Match,RT000213,5.41,FIN002,2026-04-22,Premium collected after cancellation,True
DH002372,PET002372,CL000047,2026-03-31,15.09,0,0,0,0,No Accounting Transaction,,,,,,False
DH002373,PET002373,CL000036,2026-03-31,34.46,0,0,0,0,No Accounting Transaction,,,,,,False
DH002374,PET002374,CL000039,2026-03-31,31.77,0,0,0,0,No Accounting Transaction,,,,,,False
DH002375,PET002375,CL000029,2026-03-31,106.32,0,0,0,0,No Accounting Transaction,,,,,,False
DH002376,PET002376,CL000002,2026-03-31,10.99,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH002377,PET002377,CL000188,2026-03-31,47.92,0,0,0,0,No Accounting Transaction,,,,,,False
DH002378,PET002378,CL000075,2026-03-31,0.93,0,0,0,0,No Accounting Transaction,,,,,,False
DH002379,PET002379,CL000088,2026-03-31,239.48,1,0,1,0,Amount Mismatch,,,,,,False
DH002380,PET002380,CL000071,2026-03-31,90.34,0,0,0,0,No Accounting Transaction,,,,,,False
DH002381,PET002381,CL000196,2026-03-31,154.36,0,0,0,0,No Accounting Transaction,,,,,,False
DH002382,PET002382,CL000057,2026-03-31,49.73,0,0,0,0,No Accounting Transaction,,,,,,False
DH002383,PET002383,CL000192,2026-03-31,222.98,0,0,0,0,No Accounting Transaction,,,,,,False
DH002384,PET002384,CL000090,2026-03-31,12.62,0,0,0,0,No Accounting Transaction,,,,,,False
DH002385,PET002385,CL000104,2026-03-31,64.77,0,0,0,0,No Accounting Transaction,,,,,,False
DH002386,PET002386,CL000134,2026-03-31,33.98,0,0,0,0,No Accounting Transaction,,,,,,False
DH002387,PET002387,CL000028,2026-03-31,1.01,0,0,0,0,No Accounting Transaction,,,,,,False
DH002388,PET002388,CL000147,2026-03-31,219.11,0,0,0,0,No Accounting Transaction,,,,,,False
DH002389,PET002389,CL000195,2026-03-31,12.09,0,0,0,0,No Accounting Transaction,,,,,,False
DH002390,PET002390,CL000109,2026-03-31,19.11,0,0,0,0,No Accounting Transaction,,,,,,False
DH002391,PET002391,CL000146,2026-03-31,196.01,1,0,1,0,Amount Mismatch,,,,,,False
DH002392,PET002392,CL000150,2026-03-31,25.4,0,0,0,0,No Accounting Transaction,,,,,,False
DH002393,PET002393,CL000027,2026-03-31,143.3,0,0,0,0,No Accounting Transaction,,,,,,False
DH002394,PET002394,CL000192,2026-03-31,91.14,0,0,0,0,No Accounting Transaction,,,,,,False
DH002395,PET002395,CL000142,2026-03-31,13.71,0,0,0,0,No Accounting Transaction,,,,,,False
DH002396,PET002396,CL000156,2026-03-31,47.49,1,1,1,1,Confirmed Unique Match,RT000002,47.49,FIN002,2026-04-20,Refund due following policy review,True
DH002397,PET002397,CL000184,2026-03-31,1.79,0,0,0,0,No Accounting Transaction,,,,,,False
DH002398,PET002398,CL000054,2026-03-31,76.76,0,0,0,0,No Accounting Transaction,,,,,,False
DH002399,PET002399,CL000170,2026-03-31,7.11,1,1,1,1,Confirmed Unique Match,RT000250,7.11,DH001,2026-04-05,Customer account correction,True
DH002400,PET002400,CL000155,2026-03-31,82.43,0,0,0,0,No Accounting Transaction,,,,,,False
DH002401,PET002401,CL000192,2026-03-31,8.27,0,0,0,0,No Accounting Transaction,,,,,,False
DH002402,PET002402,CL000161,2026-03-31,15.58,0,0,0,0,No Accounting Transaction,,,,,,False
DH002403,PET002403,CL000097,2026-03-31,81.23,0,0,0,0,No Accounting Transaction,,,,,,False
DH002404,PET002404,CL000068,2026-03-31,29.76,0,0,0,0,No Accounting Transaction,,,,,,False
DH002405,PET002405,CL000018,2026-03-31,56.33,1,1,1,1,Confirmed Unique Match,RT000115,56.33,FIN001,2026-04-21,Missed cancellation refund,True
DH002406,PET002406,CL000032,2026-03-31,12.53,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH002407,PET002407,CL000062,2026-03-31,17.58,0,0,0,0,No Accounting Transaction,,,,,,False
DH002408,PET002408,CL000058,2026-03-31,83.32,0,0,0,0,No Accounting Transaction,,,,,,False
DH002409,PET002409,CL000163,2026-03-31,90.25,0,0,0,0,No Accounting Transaction,,,,,,False
DH002410,PET002410,CL000043,2026-03-31,162.61,0,0,0,0,No Accounting Transaction,,,,,,False
DH002411,PET002411,CL000162,2026-03-31,38.14,1,0,1,0,Amount Mismatch,,,,,,False
DH002412,PET002412,CL000182,2026-03-31,22.83,1,1,1,1,Confirmed Unique Match,RT000442,22.83,DH002,2026-04-13,Refund due following policy review,True
DH002413,PET002413,CL000100,2026-03-31,58.35,0,0,0,0,No Accounting Transaction,,,,,,False
DH002414,PET002414,CL000061,2026-04-30,14.66,0,0,0,0,No Accounting Transaction,,,,,,False
DH002415,PET002415,CL000045,2026-04-30,67.24,0,0,0,0,No Accounting Transaction,,,,,,False
DH002416,PET002416,CL000051,2026-04-30,67.96,0,0,0,0,No Accounting Transaction,,,,,,False
DH002417,PET002417,CL000056,2026-04-30,292.64,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH002418,PET002418,CL000143,2026-04-30,44.01,1,0,1,0,Amount Mismatch,,,,,,False
DH002419,PET002419,CL000043,2026-04-30,99.71,0,0,0,0,No Accounting Transaction,,,,,,False
DH002420,PET002420,CL000135,2026-04-30,16.88,0,0,0,0,No Accounting Transaction,,,,,,False
DH002421,PET002421,CL000006,2026-04-30,15.52,0,0,0,0,No Accounting Transaction,,,,,,False
DH002422,PET002422,CL000017,2026-04-30,39.26,0,0,0,0,No Accounting Transaction,,,,,,False
DH002423,PET002423,CL000078,2026-04-30,88.43,0,0,0,0,No Accounting Transaction,,,,,,False
DH002424,PET002424,CL000034,2026-04-30,11.54,1,1,1,1,Confirmed Unique Match,RT000478,11.54,DH001,2026-05-18,Premium collected after cancellation,True
DH002425,PET002425,CL000051,2026-04-30,166.19,0,0,0,0,No Accounting Transaction,,,,,,False
DH002426,PET002426,CL000107,2026-04-30,61.06,0,0,0,0,No Accounting Transaction,,,,,,False
DH002427,PET002427,CL000066,2026-04-30,46.4,1,1,1,1,Confirmed Unique Match,RT000443,46.4,DH001,2026-05-28,Customer account correction,True
DH002428,PET002428,CL000189,2026-04-30,11.11,0,0,0,0,No Accounting Transaction,,,,,,False
DH002429,PET002429,CL000151,2026-04-30,1.41,1,0,1,0,Amount Mismatch,,,,,,False
DH002430,PET002430,CL000198,2026-04-30,23.2,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH002431,PET002431,CL000141,2026-04-30,28.25,1,1,1,1,Confirmed Unique Match,RT000314,28.25,DH002,2026-05-09,Customer account correction,True
DH002432,PET002432,CL000045,2026-04-30,249.23,0,0,0,0,No Accounting Transaction,,,,,,False
DH002433,PET002433,CL000176,2026-04-30,17.27,1,1,1,1,Confirmed Unique Match,RT000356,17.27,FIN002,2026-05-26,Premium collected after cancellation,True
DH002434,PET002434,CL000006,2026-04-30,48.55,0,0,0,0,No Accounting Transaction,,,,,,False
DH002435,PET002435,CL000018,2026-04-30,92.48,0,0,0,0,No Accounting Transaction,,,,,,False
DH002436,PET002436,CL000094,2026-04-30,17.25,0,0,0,0,No Accounting Transaction,,,,,,False
DH002437,PET002437,CL000115,2026-04-30,259.5,0,0,0,0,No Accounting Transaction,,,,,,False
DH002438,PET002438,CL000175,2026-04-30,9.97,0,0,0,0,No Accounting Transaction,,,,,,False
DH002439,PET002439,CL000169,2026-04-30,133.59,1,1,1,1,Confirmed Unique Match,RT000024,133.59,FIN002,2026-05-25,Customer account correction,True
DH002440,PET002440,CL000019,2026-04-30,5.32,0,0,0,0,No Accounting Transaction,,,,,,False
DH002441,PET002441,CL000030,2026-04-30,86.53,0,0,0,0,No Accounting Transaction,,,,,,False
DH002442,PET002442,CL000057,2026-04-30,37.07,0,0,0,0,No Accounting Transaction,,,,,,False
DH002443,PET002443,CL000102,2026-04-30,14.21,0,0,0,0,No Accounting Transaction,,,,,,False
DH002444,PET002444,CL000002,2026-04-30,29.86,1,1,1,1,Confirmed Unique Match,RT000374,29.86,DH002,2026-05-04,Premium collected after cancellation,True
DH002445,PET002445,CL000065,2026-04-30,65.49,0,0,0,0,No Accounting Transaction,,,,,,False
DH002446,PET002446,CL000073,2026-04-30,64.89,0,0,0,0,No Accounting Transaction,,,,,,False
DH002447,PET002447,CL000132,2026-04-30,34.45,0,0,0,0,No Accounting Transaction,,,,,,False
DH002448,PET002448,CL000081,2026-04-30,40.26,0,0,0,0,No Accounting Transaction,,,,,,False
DH002449,PET002449,CL000010,2026-04-30,48.21,1,1,1,1,Confirmed Unique Match,RT000202,48.21,FIN002,2026-05-19,Premium collected after cancellation,True
DH002450,PET002450,CL000081,2026-04-30,82.1,0,0,0,0,No Accounting Transaction,,,,,,False
DH002451,PET002451,CL000049,2026-04-30,33.52,0,0,0,0,No Accounting Transaction,,,,,,False
DH002452,PET002452,CL000175,2026-04-30,65.76,0,0,0,0,No Accounting Transaction,,,,,,False
DH002453,PET002453,CL000177,2026-04-30,1.83,1,1,1,1,Confirmed Unique Match,RT000496,1.83,DH002,2026-05-19,Premium collected after cancellation,True
DH002454,PET002454,CL000092,2026-04-30,23.79,0,0,0,0,No Accounting Transaction,,,,,,False
DH002455,PET002455,CL000068,2026-04-30,258.6,0,0,0,0,No Accounting Transaction,,,,,,False
DH002456,PET002456,CL000153,2026-04-30,6.53,0,0,0,0,No Accounting Transaction,,,,,,False
DH002457,PET002457,CL000139,2026-04-30,82.81,0,0,0,0,No Accounting Transaction,,,,,,False
DH002458,PET002458,CL000095,2026-04-30,47.58,1,1,1,1,Confirmed Unique Match,RT000360,47.58,FIN001,2026-05-25,Premium collected after cancellation,True
DH002459,PET002459,CL000138,2026-04-30,83.61,0,0,0,0,No Accounting Transaction,,,,,,False
DH002460,PET002460,CL000174,2026-04-30,51.78,0,0,0,0,No Accounting Transaction,,,,,,False
DH002461,PET002461,CL000109,2026-04-30,78.14,2,2,2,2,Multiple Valid Matches,,,,,,False
DH002462,PET002462,CL000010,2026-04-30,47.54,0,0,0,0,No Accounting Transaction,,,,,,False
DH002463,PET002463,CL000009,2026-04-30,33.97,0,0,0,0,No Accounting Transaction,,,,,,False
DH002464,PET002464,CL000176,2026-04-30,79.41,1,1,1,1,Confirmed Unique Match,RT000107,79.41,FIN002,2026-05-10,Missed cancellation refund,True
DH002465,PET002465,CL000001,2026-04-30,61.22,1,1,1,1,Confirmed Unique Match,RT000088,61.22,DH002,2026-05-03,Customer account correction,True
DH002466,PET002466,CL000119,2026-04-30,21.2,0,0,0,0,No Accounting Transaction,,,,,,False
DH002467,PET002467,CL000038,2026-04-30,2.34,1,0,1,0,Amount Mismatch,,,,,,False
DH002468,PET002468,CL000075,2026-04-30,38.15,1,1,1,1,Confirmed Unique Match,RT000072,38.15,DH001,2026-05-13,Missed cancellation refund,True
DH002469,PET002469,CL000166,2026-04-30,43.21,0,0,0,0,No Accounting Transaction,,,,,,False
DH002470,PET002470,CL000141,2026-04-30,152.18,1,1,1,1,Confirmed Unique Match,RT000242,152.18,FIN001,2026-05-23,Customer account correction,True
DH002471,PET002471,CL000037,2026-04-30,202.79,0,0,0,0,No Accounting Transaction,,,,,,False
DH002472,PET002472,CL000038,2026-04-30,84.35,1,0,1,0,Amount Mismatch,,,,,,False
DH002473,PET002473,CL000109,2026-04-30,4.18,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH002474,PET002474,CL000148,2026-04-30,81.8,0,0,0,0,No Accounting Transaction,,,,,,False
DH002475,PET002475,CL000061,2026-04-30,234.45,2,2,2,2,Multiple Valid Matches,,,,,,False
DH002476,PET002476,CL000113,2026-04-30,7.17,1,1,1,1,Confirmed Unique Match,RT000446,7.17,FIN001,2026-05-04,Missed cancellation refund,True
DH002477,PET002477,CL000027,2026-04-30,52.75,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH002478,PET002478,CL000180,2026-04-30,46.48,0,0,0,0,No Accounting Transaction,,,,,,False
DH002479,PET002479,CL000028,2026-04-30,39.48,0,0,0,0,No Accounting Transaction,,,,,,False
DH002480,PET002480,CL000161,2026-04-30,37.31,0,0,0,0,No Accounting Transaction,,,,,,False
DH002481,PET002481,CL000178,2026-04-30,93.01,0,0,0,0,No Accounting Transaction,,,,,,False
DH002482,PET002482,CL000099,2026-04-30,84.03,1,1,1,1,Confirmed Unique Match,RT000335,84.03,DH002,2026-05-26,Refund due following policy review,True
DH002483,PET002483,CL000113,2026-04-30,47.65,1,1,1,1,Confirmed Unique Match,RT000361,47.65,FIN002,2026-05-30,Missed cancellation refund,True
DH002484,PET002484,CL000109,2026-04-30,69.78,0,0,0,0,No Accounting Transaction,,,,,,False
DH002485,PET002485,CL000136,2026-04-30,29.86,1,0,1,0,Amount Mismatch,,,,,,False
DH002486,PET002486,CL000131,2026-04-30,3.09,0,0,0,0,No Accounting Transaction,,,,,,False
DH002487,PET002487,CL000068,2026-04-30,32.6,0,0,0,0,No Accounting Transaction,,,,,,False
DH002488,PET002488,CL000025,2026-04-30,118.11,0,0,0,0,No Accounting Transaction,,,,,,False
DH002489,PET002489,CL000174,2026-04-30,30.47,0,0,0,0,No Accounting Transaction,,,,,,False
DH002490,PET002490,CL000031,2026-04-30,18.39,0,0,0,0,No Accounting Transaction,,,,,,False
DH002491,PET002491,CL000195,2026-04-30,1.98,0,0,0,0,No Accounting Transaction,,,,,,False
DH002492,PET002492,CL000086,2026-04-30,64.83,1,1,1,1,Confirmed Unique Match,RT000052,64.83,DH001,2026-05-12,Premium collected after cancellation,True
DH002493,PET002493,CL000017,2026-04-30,90.22,0,0,0,0,No Accounting Transaction,,,,,,False
