Case ID,Policy Number,Client Number,Outstanding Amount,Cancellation Status,Date Added,Reporting Date,Case Status,Completion Date,Completed By,Final Outcome,Case Age Days
DH002571,PET002571,CL000017,93.27,Void,2026-06-15,2026-07-24,Completed,2026-07-23,DH001,Refund Processed,38
DH002572,PET002572,CL000107,3.36,Void,2026-06-15,2026-07-24,Completed,2026-07-24,DH002,No Refund Due,39
DH002573,PET002573,CL000118,22.14,Void,2026-06-15,2026-07-24,Completed,2026-07-23,DH001,Refund Processed,38
DH002574,PET002574,CL000167,98.5,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-22,DH001,Refund Processed,37
DH002575,PET002575,CL000015,32.42,Void,2026-06-15,2026-07-24,Completed,2026-07-21,DH001,Refund Processed,36
DH002576,PET002576,CL000042,70.31,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-24,DH001,Refund Processed,39
DH002577,PET002577,CL000093,268.72,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-23,DH001,Refund Processed,38
DH002578,PET002578,CL000028,50.07,Void,2026-06-15,2026-07-24,Completed,2026-07-20,DH002,Refund Processed,35
DH002579,PET002579,CL000132,70.85,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-23,DH001,Refund Processed,38
DH002580,PET002580,CL000132,30.19,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-22,DH001,Refund Processed,37
DH002581,PET002581,CL000158,12.38,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-23,DH001,Refund Processed,38
DH002582,PET002582,CL000198,16.41,Void,2026-06-15,2026-07-24,Completed,2026-07-21,DH001,Refund Processed,36
DH002583,PET002583,CL000194,2.27,Void,2026-06-15,2026-07-24,Completed,2026-07-24,DH001,Refund Processed,39
DH002584,PET002584,CL000044,174.25,Void,2026-06-15,2026-07-24,Completed,2026-07-22,DH001,Refund Processed,37
DH002585,PET002585,CL000195,4.12,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-22,DH001,Refund Processed,37
DH002586,PET002586,CL000143,40.4,Void,2026-06-15,2026-07-24,Completed,2026-07-22,DH001,Refund Already Processed,37
DH002587,PET002587,CL000105,60.45,Void,2026-06-15,2026-07-24,Completed,2026-07-23,DH001,Refund Processed,38
DH002588,PET002588,CL000134,15.6,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-23,DH001,Refund Processed,38
DH002589,PET002589,CL000010,19.18,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-21,DH001,Refund Processed,36
DH002590,PET002590,CL000009,27.84,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-22,DH001,Refund Processed,37
DH002591,PET002591,CL000072,35.39,Void,2026-06-15,2026-07-24,Completed,2026-07-21,DH001,Refund Processed,36
DH002592,PET002592,CL000113,5.48,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-23,DH002,Refund Processed,38
DH002593,PET002593,CL000168,64.8,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-20,DH001,Refund Processed,35
DH002594,PET002594,CL000172,21.58,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-20,DH001,Refund Processed,35
DH002595,PET002595,CL000093,63.16,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-24,DH001,Refund Processed,39
DH002596,PET002596,CL000156,46.65,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-24,DH001,Refund Processed,39
DH002597,PET002597,CL000096,91.22,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-24,DH001,Refund Processed,39
DH002598,PET002598,CL000135,36.85,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-21,DH002,Refund Processed,36
DH002599,PET002599,CL000110,32.38,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-23,DH001,Refund Processed,38
DH002600,PET002600,CL000027,32.64,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-21,DH002,Refund Processed,36
DH002601,PET002601,CL000052,23.92,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-24,DH001,Refund Processed,39
DH002602,PET002602,CL000132,11.26,Void,2026-06-15,2026-07-24,Completed,2026-07-23,DH001,Refund Processed,38
DH002603,PET002603,CL000043,25.63,Void,2026-06-15,2026-07-24,Completed,2026-07-22,DH001,Refund Processed,37
DH002604,PET002604,CL000055,12.62,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-21,DH001,Refund Processed,36
DH002605,PET002605,CL000187,4.7,Void,2026-06-15,2026-07-24,Completed,2026-07-20,DH001,Refund Processed,35
DH002606,PET002606,CL000177,28.77,Void,2026-06-15,2026-07-24,Completed,2026-07-24,DH002,Refund Processed,39
DH002607,PET002607,CL000006,29.83,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-20,DH001,Refund Processed,35
DH002608,PET002608,CL000126,85.79,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-23,DH001,Refund Processed,38
DH002609,PET002609,CL000197,12.29,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-20,DH002,Refund Processed,35
DH002610,PET002610,CL000023,27.71,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-21,DH001,Refund Already Processed,36
DH002611,PET002611,CL000071,20.57,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-24,DH001,Refund Processed,39
DH002612,PET002612,CL000131,82.25,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-24,DH001,Refund Processed,39
DH002613,PET002613,CL000104,17.08,Void,2026-06-15,2026-07-24,Completed,2026-07-23,DH001,Refund Processed,38
DH002614,PET002614,CL000012,44.71,Cancelled,2026-06-15,2026-07-24,Completed,2026-07-20,DH001,Refund Processed,35
DH002615,PET002615,CL000071,39.39,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002616,PET002616,CL000187,37.23,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002617,PET002617,CL000164,7.98,Void,2026-06-15,2026-07-24,Open,,,,39
DH002618,PET002618,CL000026,75.79,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002619,PET002619,CL000008,8.63,Void,2026-06-15,2026-07-24,Open,,,,39
DH002620,PET002620,CL000024,34.31,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002621,PET002621,CL000031,36.88,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002622,PET002622,CL000002,35.68,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002623,PET002623,CL000184,269.5,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002624,PET002624,CL000036,2.35,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002625,PET002625,CL000171,9.92,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002626,PET002626,CL000139,4.29,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002627,PET002627,CL000016,218.39,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002628,PET002628,CL000165,1.28,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002629,PET002629,CL000127,46.61,Void,2026-06-15,2026-07-24,Open,,,,39
DH002630,PET002630,CL000130,99.82,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002631,PET002631,CL000074,23.76,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002632,PET002632,CL000143,62.67,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002633,PET002633,CL000199,19.45,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002634,PET002634,CL000129,8.36,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002635,PET002635,CL000090,11.63,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002636,PET002636,CL000167,27.25,Void,2026-06-15,2026-07-24,Open,,,,39
DH002637,PET002637,CL000050,4.21,Void,2026-06-15,2026-07-24,Open,,,,39
DH002638,PET002638,CL000150,126.96,Void,2026-06-15,2026-07-24,Open,,,,39
DH002639,PET002639,CL000197,69.96,Void,2026-06-15,2026-07-24,Open,,,,39
DH002640,PET002640,CL000173,36.02,Void,2026-06-15,2026-07-24,Open,,,,39
DH002641,PET002641,CL000128,141.26,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002642,PET002642,CL000009,3.55,Void,2026-06-15,2026-07-24,Open,,,,39
DH002643,PET002643,CL000015,16.02,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002644,PET002644,CL000106,6.32,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002645,PET002645,CL000038,215.73,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002646,PET002646,CL000072,90.37,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002647,PET002647,CL000196,37.57,Void,2026-06-15,2026-07-24,Open,,,,39
DH002648,PET002648,CL000145,95.06,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002649,PET002649,CL000198,90.28,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002650,PET002650,CL000055,65.03,Void,2026-06-15,2026-07-24,Open,,,,39
DH002651,PET002651,CL000033,60.14,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002652,PET002652,CL000094,39.45,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002653,PET002653,CL000139,29.81,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002654,PET002654,CL000184,211.09,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002655,PET002655,CL000022,48.19,Void,2026-06-15,2026-07-24,Open,,,,39
DH002656,PET002656,CL000098,170.51,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002657,PET002657,CL000071,96.64,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002658,PET002658,CL000078,29.86,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002659,PET002659,CL000122,12.16,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002660,PET002660,CL000057,29.65,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002661,PET002661,CL000011,187.8,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002662,PET002662,CL000128,28.37,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002663,PET002663,CL000141,56.02,Void,2026-06-15,2026-07-24,Open,,,,39
DH002664,PET002664,CL000138,32.23,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002665,PET002665,CL000200,33.45,Void,2026-06-15,2026-07-24,Open,,,,39
DH002666,PET002666,CL000070,49.54,Void,2026-06-15,2026-07-24,Open,,,,39
DH002667,PET002667,CL000144,9.68,Void,2026-06-15,2026-07-24,Open,,,,39
DH002668,PET002668,CL000061,37.29,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002669,PET002669,CL000177,23.53,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002670,PET002670,CL000147,96.07,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002671,PET002671,CL000122,32.72,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002672,PET002672,CL000143,5.7,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002673,PET002673,CL000030,11.11,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002674,PET002674,CL000065,16.26,Void,2026-06-15,2026-07-24,Open,,,,39
DH002675,PET002675,CL000099,95.37,Void,2026-06-15,2026-07-24,Open,,,,39
DH002676,PET002676,CL000117,78.62,Void,2026-06-15,2026-07-24,Open,,,,39
DH002677,PET002677,CL000058,52.87,Void,2026-06-15,2026-07-24,Open,,,,39
DH002678,PET002678,CL000193,68.1,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002679,PET002679,CL000120,60.29,Void,2026-06-15,2026-07-24,Open,,,,39
DH002680,PET002680,CL000142,93.38,Void,2026-06-15,2026-07-24,Open,,,,39
DH002681,PET002681,CL000089,49.45,Void,2026-06-15,2026-07-24,Open,,,,39
DH002682,PET002682,CL000106,45.35,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002683,PET002683,CL000101,89.93,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002684,PET002684,CL000021,43.68,Void,2026-06-15,2026-07-24,Open,,,,39
DH002685,PET002685,CL000034,40.99,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002686,PET002686,CL000059,62.94,Void,2026-06-15,2026-07-24,Open,,,,39
DH002687,PET002687,CL000096,18.64,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002688,PET002688,CL000190,37.87,Void,2026-06-15,2026-07-24,Open,,,,39
DH002689,PET002689,CL000099,42.43,Void,2026-06-15,2026-07-24,Open,,,,39
DH002690,PET002690,CL000137,33.26,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002691,PET002691,CL000101,87.28,Void,2026-06-15,2026-07-24,Open,,,,39
DH002692,PET002692,CL000153,1.01,Void,2026-06-15,2026-07-24,Open,,,,39
DH002693,PET002693,CL000124,55.52,Void,2026-06-15,2026-07-24,Open,,,,39
DH002694,PET002694,CL000163,30.74,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002695,PET002695,CL000070,73.66,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002696,PET002696,CL000048,51.46,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002697,PET002697,CL000031,219.95,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002698,PET002698,CL000077,120.5,Void,2026-06-15,2026-07-24,Open,,,,39
DH002699,PET002699,CL000200,197.86,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002700,PET002700,CL000117,40.46,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002701,PET002701,CL000090,27.32,Void,2026-06-15,2026-07-24,Open,,,,39
DH002702,PET002702,CL000132,0.59,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002703,PET002703,CL000190,185.61,Void,2026-06-15,2026-07-24,Open,,,,39
DH002704,PET002704,CL000169,22.62,Void,2026-06-15,2026-07-24,Open,,,,39
DH002705,PET002705,CL000002,91.24,Void,2026-06-15,2026-07-24,Open,,,,39
DH002706,PET002706,CL000154,70.12,Void,2026-06-15,2026-07-24,Open,,,,39
DH002707,PET002707,CL000008,35.71,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002708,PET002708,CL000161,60.76,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002709,PET002709,CL000195,270.87,Void,2026-06-15,2026-07-24,Open,,,,39
DH002710,PET002710,CL000015,169.32,Void,2026-06-15,2026-07-24,Open,,,,39
DH002711,PET002711,CL000135,130.08,Void,2026-06-15,2026-07-24,Open,,,,39
DH002712,PET002712,CL000038,59.4,Void,2026-06-15,2026-07-24,Open,,,,39
DH002713,PET002713,CL000094,84.28,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002714,PET002714,CL000148,39.07,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002715,PET002715,CL000004,88.11,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002716,PET002716,CL000105,52.06,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002717,PET002717,CL000199,173.66,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002718,PET002718,CL000197,81.38,Void,2026-06-15,2026-07-24,Open,,,,39
DH002719,PET002719,CL000074,90.61,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002720,PET002720,CL000141,78.46,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002721,PET002721,CL000126,3.63,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002722,PET002722,CL000006,14.97,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002723,PET002723,CL000029,60.11,Void,2026-06-15,2026-07-24,Open,,,,39
DH002724,PET002724,CL000092,66.82,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002725,PET002725,CL000169,48.82,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002726,PET002726,CL000008,40.37,Cancelled,2026-06-15,2026-07-24,Open,,,,39
DH002727,PET002727,CL000184,33.33,Void,2026-06-15,2026-07-24,Open,,,,39
DH002728,PET002728,CL000133,209.27,Void,2026-06-15,2026-07-24,Open,,,,39
DH002729,PET002729,CL000053,16.48,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002730,PET002730,CL000011,10.11,Void,2026-07-15,2026-07-24,Open,,,,9
DH002731,PET002731,CL000055,21.34,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002732,PET002732,CL000035,77.19,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002733,PET002733,CL000008,35.93,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002734,PET002734,CL000178,27.75,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002735,PET002735,CL000099,60.87,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002736,PET002736,CL000051,50.52,Void,2026-07-15,2026-07-24,Open,,,,9
DH002737,PET002737,CL000133,9.03,Void,2026-07-15,2026-07-24,Open,,,,9
DH002738,PET002738,CL000099,15.5,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002739,PET002739,CL000017,26.55,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002740,PET002740,CL000099,95.67,Void,2026-07-15,2026-07-24,Open,,,,9
DH002741,PET002741,CL000014,66.87,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002742,PET002742,CL000055,283.1,Void,2026-07-15,2026-07-24,Open,,,,9
DH002743,PET002743,CL000039,7.01,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002744,PET002744,CL000089,82.87,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002745,PET002745,CL000161,17.51,Void,2026-07-15,2026-07-24,Open,,,,9
DH002746,PET002746,CL000184,3.15,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002747,PET002747,CL000155,3.04,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002748,PET002748,CL000047,34.82,Void,2026-07-15,2026-07-24,Open,,,,9
DH002749,PET002749,CL000190,56.18,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002750,PET002750,CL000118,9.98,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002751,PET002751,CL000106,24.06,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002752,PET002752,CL000038,23.04,Void,2026-07-15,2026-07-24,Open,,,,9
DH002753,PET002753,CL000029,8.95,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002754,PET002754,CL000046,5.46,Void,2026-07-15,2026-07-24,Open,,,,9
DH002755,PET002755,CL000148,88.01,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002756,PET002756,CL000108,42.71,Void,2026-07-15,2026-07-24,Open,,,,9
DH002757,PET002757,CL000046,20.61,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002758,PET002758,CL000018,82.63,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002759,PET002759,CL000064,26.67,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002760,PET002760,CL000148,94.99,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002761,PET002761,CL000192,12.47,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002762,PET002762,CL000161,87.25,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002763,PET002763,CL000025,39.58,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002764,PET002764,CL000093,79.49,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002765,PET002765,CL000074,51.41,Void,2026-07-15,2026-07-24,Open,,,,9
DH002766,PET002766,CL000091,98.96,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002767,PET002767,CL000002,25.68,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002768,PET002768,CL000041,40.41,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002769,PET002769,CL000156,89.4,Void,2026-07-15,2026-07-24,Open,,,,9
DH002770,PET002770,CL000013,2.36,Void,2026-07-15,2026-07-24,Open,,,,9
DH002771,PET002771,CL000126,89.25,Void,2026-07-15,2026-07-24,Open,,,,9
DH002772,PET002772,CL000168,80.0,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002773,PET002773,CL000145,99.52,Void,2026-07-15,2026-07-24,Open,,,,9
DH002774,PET002774,CL000146,232.58,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002775,PET002775,CL000185,35.56,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002776,PET002776,CL000116,68.7,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002777,PET002777,CL000032,15.79,Void,2026-07-15,2026-07-24,Open,,,,9
DH002778,PET002778,CL000126,1.35,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002779,PET002779,CL000123,11.59,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002780,PET002780,CL000014,6.92,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002781,PET002781,CL000151,39.84,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002782,PET002782,CL000086,101.62,Void,2026-07-15,2026-07-24,Open,,,,9
DH002783,PET002783,CL000124,74.75,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002784,PET002784,CL000090,47.0,Void,2026-07-15,2026-07-24,Open,,,,9
DH002785,PET002785,CL000009,59.41,Void,2026-07-15,2026-07-24,Open,,,,9
DH002786,PET002786,CL000148,5.59,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002787,PET002787,CL000165,153.21,Void,2026-07-15,2026-07-24,Open,,,,9
DH002788,PET002788,CL000050,43.66,Void,2026-07-15,2026-07-24,Open,,,,9
DH002789,PET002789,CL000165,9.61,Void,2026-07-15,2026-07-24,Open,,,,9
DH002790,PET002790,CL000163,1.35,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002791,PET002791,CL000074,93.94,Void,2026-07-15,2026-07-24,Open,,,,9
DH002792,PET002792,CL000060,20.03,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002793,PET002793,CL000114,21.81,Void,2026-07-15,2026-07-24,Open,,,,9
DH002794,PET002794,CL000013,41.85,Void,2026-07-15,2026-07-24,Open,,,,9
DH002795,PET002795,CL000020,40.5,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002796,PET002796,CL000011,167.49,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002797,PET002797,CL000004,3.74,Void,2026-07-15,2026-07-24,Open,,,,9
DH002798,PET002798,CL000113,54.95,Void,2026-07-15,2026-07-24,Open,,,,9
DH002799,PET002799,CL000030,55.14,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002800,PET002800,CL000093,69.84,Void,2026-07-15,2026-07-24,Open,,,,9
DH002801,PET002801,CL000042,51.54,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002802,PET002802,CL000134,24.57,Void,2026-07-15,2026-07-24,Open,,,,9
DH002803,PET002803,CL000172,34.27,Void,2026-07-15,2026-07-24,Open,,,,9
DH002804,PET002804,CL000030,11.03,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002805,PET002805,CL000061,31.73,Void,2026-07-15,2026-07-24,Open,,,,9
DH002806,PET002806,CL000101,13.28,Void,2026-07-15,2026-07-24,Open,,,,9
DH002807,PET002807,CL000109,11.58,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002808,PET002808,CL000138,38.25,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002809,PET002809,CL000035,4.76,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002810,PET002810,CL000005,90.72,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002811,PET002811,CL000089,12.6,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002812,PET002812,CL000193,61.7,Void,2026-07-15,2026-07-24,Open,,,,9
DH002813,PET002813,CL000098,98.51,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002814,PET002814,CL000167,67.62,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002815,PET002815,CL000110,79.66,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002816,PET002816,CL000168,5.06,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002817,PET002817,CL000089,30.19,Void,2026-07-15,2026-07-24,Open,,,,9
DH002818,PET002818,CL000157,62.87,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002819,PET002819,CL000049,87.13,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002820,PET002820,CL000026,4.4,Void,2026-07-15,2026-07-24,Open,,,,9
DH002821,PET002821,CL000188,1.12,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002822,PET002822,CL000120,97.89,Void,2026-07-15,2026-07-24,Open,,,,9
DH002823,PET002823,CL000135,82.7,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002824,PET002824,CL000036,124.01,Void,2026-07-15,2026-07-24,Open,,,,9
DH002825,PET002825,CL000156,60.3,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002826,PET002826,CL000149,83.67,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002827,PET002827,CL000010,125.81,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002828,PET002828,CL000141,27.83,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002829,PET002829,CL000171,0.7,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002830,PET002830,CL000006,25.81,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002831,PET002831,CL000185,49.03,Void,2026-07-15,2026-07-24,Open,,,,9
DH002832,PET002832,CL000097,53.85,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002833,PET002833,CL000122,95.89,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002834,PET002834,CL000137,144.65,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002835,PET002835,CL000129,30.4,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002836,PET002836,CL000149,88.95,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002837,PET002837,CL000146,9.85,Void,2026-07-15,2026-07-24,Open,,,,9
DH002838,PET002838,CL000150,13.26,Void,2026-07-15,2026-07-24,Open,,,,9
DH002839,PET002839,CL000190,35.4,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002840,PET002840,CL000087,83.69,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002841,PET002841,CL000151,132.96,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002842,PET002842,CL000071,7.68,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002843,PET002843,CL000004,63.98,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002844,PET002844,CL000070,4.62,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002845,PET002845,CL000005,200.42,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002846,PET002846,CL000194,2.82,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002847,PET002847,CL000194,41.03,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002848,PET002848,CL000067,32.95,Void,2026-07-15,2026-07-24,Open,,,,9
DH002849,PET002849,CL000197,149.02,Void,2026-07-15,2026-07-24,Open,,,,9
DH002850,PET002850,CL000122,2.83,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002851,PET002851,CL000177,25.2,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002852,PET002852,CL000007,51.4,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002853,PET002853,CL000080,35.87,Void,2026-07-15,2026-07-24,Open,,,,9
DH002854,PET002854,CL000109,8.41,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002855,PET002855,CL000085,27.55,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002856,PET002856,CL000070,79.03,Cancelled,2026-07-15,2026-07-24,Open,,,,9
DH002857,PET002857,CL000059,75.56,Cancelled,2026-07-15,2026-07-24,Open,,,,9
